longitude,latitude,dir,dirCat,speed
3.375,50.375,247,240,1.61
3.625,50.375,234,240,1.62
3.875,50.375,222,225,1.70
4.125,50.375,210,210,1.79
4.375,50.375,197,195,1.89
4.625,50.375,187,180,2.06
4.875,50.375,178,180,2.29
5.125,50.375,172,165,2.39
5.375,50.375,165,165,2.33
5.625,50.375,158,165,2.30
5.875,50.375,151,150,2.31
6.125,50.375,147,150,2.26
6.375,50.375,146,150,2.14
6.625,50.375,144,150,2.02
6.875,50.375,142,135,1.91
7.125,50.375,141,135,1.88
7.375,50.375,140,135,1.93
7.625,50.375,138,135,1.98
7.875,50.375,137,135,2.03
8.125,50.375,136,135,2.06
8.375,50.375,135,135,2.08
8.625,50.375,134,135,2.10
8.875,50.375,132,135,2.12
9.125,50.375,131,135,2.12
9.375,50.375,129,135,2.10
9.625,50.375,127,120,2.09
9.875,50.375,125,120,2.08
-9.875,50.375,36,30,6.35
-9.625,50.375,36,30,6.25
-9.375,50.375,37,30,6.15
-9.125,50.375,38,45,6.05
-8.875,50.375,39,45,5.97
-8.625,50.375,40,45,5.90
-8.375,50.375,41,45,5.84
-8.125,50.375,42,45,5.78
-7.875,50.375,42,45,5.71
-7.625,50.375,42,45,5.64
-7.375,50.375,42,45,5.57
-7.125,50.375,42,45,5.51
-6.875,50.375,41,45,5.42
-6.625,50.375,39,45,5.32
-6.375,50.375,38,45,5.22
-6.125,50.375,37,30,5.10
-5.875,50.375,36,30,4.99
-5.625,50.375,35,30,4.86
-5.375,50.375,35,30,4.48
-5.125,50.375,34,30,3.84
-4.875,50.375,34,30,3.28
-4.625,50.375,36,30,2.84
-4.375,50.375,38,45,2.45
-4.125,50.375,40,45,2.13
-3.875,50.375,42,45,1.97
-3.625,50.375,50,45,2.00
-3.375,50.375,58,60,2.06
-3.125,50.375,64,60,2.05
-2.875,50.375,67,60,2.05
-2.625,50.375,68,75,2.05
-2.375,50.375,69,75,2.07
-2.125,50.375,70,75,2.08
-1.875,50.375,70,75,2.05
-1.625,50.375,69,75,1.96
-1.375,50.375,69,75,1.88
-1.125,50.375,68,75,1.80
-0.875,50.375,66,60,1.75
-0.625,50.375,61,60,1.72
-0.375,50.375,58,60,1.69
-0.125,50.375,54,60,1.66
0.125,50.625,44,45,1.91
0.375,50.625,36,30,2.18
0.625,50.625,31,30,2.37
0.875,50.625,28,30,2.53
1.125,50.625,27,30,2.55
1.375,50.625,13,15,1.90
1.625,50.625,348,345,1.42
1.875,50.625,344,345,1.37
2.125,50.625,337,330,1.25
2.375,50.625,323,330,1.10
2.625,50.625,307,300,1.03
2.875,50.625,290,285,1.07
3.125,50.625,276,270,0.98
3.375,50.625,256,255,0.77
3.625,50.625,227,225,0.72
3.875,50.625,201,195,0.84
4.125,50.625,182,180,1.07
4.375,50.625,169,165,1.36
4.625,50.625,161,165,1.70
4.875,50.625,156,150,2.05
5.125,50.625,152,150,2.23
5.375,50.625,148,150,2.23
5.625,50.625,144,150,2.25
5.875,50.625,140,135,2.27
6.125,50.625,137,135,2.23
6.375,50.625,136,135,2.13
6.625,50.625,135,135,2.02
6.875,50.625,134,135,1.91
7.125,50.625,133,135,1.91
7.375,50.625,133,135,2.01
7.625,50.625,132,135,2.10
7.875,50.625,132,135,2.20
8.125,50.625,131,135,2.24
8.375,50.625,130,135,2.22
8.625,50.625,129,135,2.21
8.875,50.625,129,135,2.20
9.125,50.625,127,120,2.18
9.375,50.625,125,120,2.16
9.625,50.625,124,120,2.14
9.875,50.625,122,120,2.12
-9.875,50.625,35,30,6.42
-9.625,50.625,36,30,6.31
-9.375,50.625,38,45,6.21
-9.125,50.625,39,45,6.12
-8.875,50.625,40,45,6.06
-8.625,50.625,41,45,6.03
-8.375,50.625,42,45,6.01
-8.125,50.625,43,45,5.99
-7.875,50.625,44,45,5.96
-7.625,50.625,44,45,5.94
-7.375,50.625,44,45,5.92
-7.125,50.625,44,45,5.90
-6.875,50.625,43,45,5.86
-6.625,50.625,41,45,5.80
-6.375,50.625,40,45,5.74
-6.125,50.625,38,45,5.68
-5.875,50.625,37,30,5.54
-5.625,50.625,36,30,5.34
-5.375,50.625,35,30,5.11
-5.125,50.625,34,30,4.60
-4.875,50.625,33,30,4.00
-4.625,50.625,33,30,3.16
-4.375,50.625,34,30,2.31
-4.125,50.625,35,30,1.93
-3.875,50.625,38,45,1.79
-3.625,50.625,47,45,1.89
-3.375,50.625,54,60,1.99
-3.125,50.625,59,60,2.06
-2.875,50.625,61,60,2.07
-2.625,50.625,63,60,2.01
-2.375,50.625,65,60,1.96
-2.125,50.625,67,60,1.91
-1.875,50.625,68,75,1.88
-1.625,50.625,67,60,1.87
-1.375,50.625,67,60,1.86
-1.125,50.625,67,60,1.85
-0.875,50.625,65,60,1.83
-0.625,50.625,61,60,1.81
-0.375,50.625,57,60,1.78
-0.125,50.625,53,60,1.76
0.125,50.875,46,45,2.12
0.375,50.875,40,45,2.35
0.625,50.875,36,30,2.56
0.875,50.875,31,30,2.92
1.125,50.875,27,30,3.12
1.375,50.875,21,15,2.68
1.625,50.875,8,15,1.97
1.875,50.875,357,360,1.60
2.125,50.875,353,360,1.44
2.375,50.875,346,345,1.22
2.625,50.875,336,330,1.02
2.875,50.875,322,315,0.87
3.125,50.875,314,315,0.62
3.375,50.875,318,315,0.21
3.625,50.875,123,120,0.19
3.875,50.875,129,135,0.57
4.125,50.875,131,135,0.95
4.375,50.875,132,135,1.33
4.625,50.875,134,135,1.70
4.875,50.875,134,135,2.08
5.125,50.875,134,135,2.27
5.375,50.875,132,135,2.27
5.625,50.875,131,135,2.27
5.875,50.875,129,135,2.27
6.125,50.875,128,135,2.23
6.375,50.875,128,135,2.15
6.625,50.875,127,120,2.06
6.875,50.875,126,120,1.98
7.125,50.875,126,120,2.00
7.375,50.875,126,120,2.11
7.625,50.875,126,120,2.23
7.875,50.875,126,120,2.34
8.125,50.875,126,120,2.38
8.375,50.875,125,120,2.36
8.625,50.875,125,120,2.33
8.875,50.875,124,120,2.31
9.125,50.875,123,120,2.28
9.375,50.875,122,120,2.26
9.625,50.875,120,120,2.24
9.875,50.875,118,120,2.22
-9.875,50.875,35,30,6.47
-9.625,50.875,36,30,6.37
-9.375,50.875,37,30,6.27
-9.125,50.875,39,45,6.17
-8.875,50.875,40,45,6.12
-8.625,50.875,42,45,6.11
-8.375,50.875,43,45,6.10
-8.125,50.875,45,45,6.10
-7.875,50.875,45,45,6.11
-7.625,50.875,45,45,6.13
-7.375,50.875,45,45,6.16
-7.125,50.875,45,45,6.19
-6.875,50.875,44,45,6.20
-6.625,50.875,43,45,6.20
-6.375,50.875,41,45,6.20
-6.125,50.875,40,45,6.19
-5.875,50.875,39,45,6.05
-5.625,50.875,37,30,5.77
-5.375,50.875,36,30,5.47
-5.125,50.875,34,30,5.17
-4.875,50.875,33,30,4.86
-4.625,50.875,34,30,3.50
-4.375,50.875,34,30,2.12
-4.125,50.875,35,30,1.80
-3.875,50.875,38,45,1.72
-3.625,50.875,44,45,1.82
-3.375,50.875,49,45,1.93
-3.125,50.875,53,60,2.06
-2.875,50.875,56,60,2.08
-2.625,50.875,58,60,1.99
-2.375,50.875,60,60,1.89
-2.125,50.875,63,60,1.79
-1.875,50.875,65,60,1.78
-1.625,50.875,65,60,1.85
-1.375,50.875,65,60,1.91
-1.125,50.875,65,60,1.96
-0.875,50.875,64,60,1.98
-0.625,50.875,60,60,1.98
-0.375,50.875,56,60,1.98
-0.125,50.875,52,45,1.99
0.125,51.125,47,45,2.19
0.375,51.125,45,45,2.27
0.625,51.125,40,45,2.45
0.875,51.125,31,30,3.01
1.125,51.125,24,30,3.22
1.375,51.125,21,15,3.11
1.625,51.125,16,15,2.86
1.875,51.125,7,0,2.48
2.125,51.125,4,0,2.29
2.375,51.125,4,0,1.98
2.625,51.125,3,0,1.67
2.875,51.125,353,360,1.16
3.125,51.125,351,345,0.65
3.375,51.125,41,45,0.53
3.625,51.125,74,75,0.76
3.875,51.125,88,90,1.05
4.125,51.125,98,105,1.32
4.375,51.125,106,105,1.59
4.625,51.125,112,105,1.88
4.875,51.125,117,120,2.18
5.125,51.125,118,120,2.32
5.375,51.125,119,120,2.28
5.625,51.125,120,120,2.24
5.875,51.125,120,120,2.20
6.125,51.125,120,120,2.18
6.375,51.125,120,120,2.17
6.625,51.125,119,120,2.16
6.875,51.125,119,120,2.16
7.125,51.125,119,120,2.19
7.375,51.125,119,120,2.28
7.625,51.125,120,120,2.36
7.875,51.125,120,120,2.44
8.125,51.125,120,120,2.48
8.375,51.125,119,120,2.48
8.625,51.125,119,120,2.48
8.875,51.125,118,120,2.47
9.125,51.125,118,120,2.47
9.375,51.125,116,120,2.46
9.625,51.125,115,120,2.45
9.875,51.125,114,120,2.44
-9.875,51.125,34,30,6.54
-9.625,51.125,35,30,6.43
-9.375,51.125,37,30,6.31
-9.125,51.125,39,45,6.18
-8.875,51.125,41,45,6.09
-8.625,51.125,43,45,6.05
-8.375,51.125,44,45,6.03
-8.125,51.125,46,45,6.01
-7.875,51.125,46,45,6.03
-7.625,51.125,46,45,6.08
-7.375,51.125,46,45,6.15
-7.125,51.125,47,45,6.22
-6.875,51.125,46,45,6.30
-6.625,51.125,44,45,6.38
-6.375,51.125,43,45,6.46
-6.125,51.125,41,45,6.54
-5.875,51.125,40,45,6.46
-5.625,51.125,38,45,6.21
-5.375,51.125,37,30,5.95
-5.125,51.125,35,30,5.68
-4.875,51.125,34,30,5.39
-4.625,51.125,35,30,4.44
-4.375,51.125,35,30,3.44
-4.125,51.125,36,30,2.98
-3.875,51.125,37,30,2.74
-3.625,51.125,40,45,2.67
-3.375,51.125,43,45,2.55
-3.125,51.125,48,45,2.28
-2.875,51.125,53,60,2.08
-2.625,51.125,55,60,2.02
-2.375,51.125,58,60,1.95
-2.125,51.125,62,60,1.88
-1.875,51.125,64,60,1.89
-1.625,51.125,64,60,1.97
-1.375,51.125,65,60,2.04
-1.125,51.125,65,60,2.11
-0.875,51.125,63,60,2.13
-0.625,51.125,59,60,2.13
-0.375,51.125,54,60,2.13
-0.125,51.125,50,45,2.15
0.125,51.375,45,45,2.25
0.375,51.375,42,45,2.34
0.625,51.375,38,45,2.53
0.875,51.375,28,30,3.12
1.125,51.375,20,15,3.37
1.375,51.375,16,15,3.29
1.625,51.375,14,15,3.41
1.875,51.375,9,15,3.36
2.125,51.375,7,0,3.15
2.375,51.375,9,15,2.77
2.625,51.375,11,15,2.42
2.875,51.375,11,15,1.82
3.125,51.375,15,15,1.34
3.375,51.375,44,45,1.26
3.625,51.375,68,75,1.47
3.875,51.375,74,75,1.69
4.125,51.375,81,75,1.85
4.375,51.375,89,90,2.00
4.625,51.375,95,90,2.17
4.875,51.375,101,105,2.38
5.125,51.375,104,105,2.43
5.375,51.375,106,105,2.32
5.625,51.375,109,105,2.21
5.875,51.375,111,105,2.10
6.125,51.375,113,120,2.10
6.375,51.375,113,120,2.20
6.625,51.375,113,120,2.31
6.875,51.375,112,105,2.40
7.125,51.375,113,120,2.47
7.375,51.375,113,120,2.49
7.625,51.375,113,120,2.52
7.875,51.375,113,120,2.54
8.125,51.375,113,120,2.57
8.375,51.375,113,120,2.61
8.625,51.375,113,120,2.65
8.875,51.375,113,120,2.69
9.125,51.375,112,105,2.72
9.375,51.375,111,105,2.73
9.625,51.375,111,105,2.73
9.875,51.375,110,105,2.74
-9.875,51.375,32,30,6.61
-9.625,51.375,33,30,6.51
-9.375,51.375,35,30,6.36
-9.125,51.375,38,45,6.13
-8.875,51.375,41,45,5.94
-8.625,51.375,44,45,5.87
-8.375,51.375,45,45,5.82
-8.125,51.375,46,45,5.79
-7.875,51.375,47,45,5.82
-7.625,51.375,47,45,5.92
-7.375,51.375,47,45,6.02
-7.125,51.375,48,45,6.13
-6.875,51.375,47,45,6.27
-6.625,51.375,45,45,6.45
-6.375,51.375,44,45,6.63
-6.125,51.375,42,45,6.81
-5.875,51.375,41,45,6.81
-5.625,51.375,39,45,6.66
-5.375,51.375,38,45,6.50
-5.125,51.375,36,30,6.33
-4.875,51.375,35,30,6.01
-4.625,51.375,35,30,5.51
-4.375,51.375,35,30,4.96
-4.125,51.375,35,30,4.37
-3.875,51.375,36,30,3.98
-3.625,51.375,37,30,3.38
-3.375,51.375,41,45,2.72
-3.125,51.375,44,45,2.34
-2.875,51.375,49,45,2.09
-2.625,51.375,52,45,2.07
-2.375,51.375,55,60,2.03
-2.125,51.375,59,60,2.00
-1.875,51.375,62,60,2.02
-1.625,51.375,63,60,2.10
-1.375,51.375,64,60,2.17
-1.125,51.375,66,60,2.24
-0.875,51.375,63,60,2.25
-0.625,51.375,58,60,2.22
-0.375,51.375,53,60,2.21
-0.125,51.375,48,45,2.21
0.125,51.625,41,45,2.17
0.375,51.625,38,45,2.20
0.625,51.625,32,30,2.31
0.875,51.625,23,30,3.01
1.125,51.625,18,15,3.60
1.375,51.625,15,15,3.52
1.625,51.625,11,15,3.46
1.875,51.625,8,15,3.43
2.125,51.625,8,15,3.22
2.375,51.625,11,15,2.85
2.625,51.625,15,15,2.51
2.875,51.625,21,15,2.19
3.125,51.625,27,30,2.01
3.375,51.625,42,45,1.91
3.625,51.625,62,60,2.04
3.875,51.625,69,75,2.21
4.125,51.625,75,75,2.28
4.375,51.625,82,75,2.36
4.625,51.625,88,90,2.46
4.875,51.625,93,90,2.58
5.125,51.625,96,90,2.58
5.375,51.625,99,105,2.44
5.625,51.625,101,105,2.30
5.875,51.625,104,105,2.16
6.125,51.625,106,105,2.17
6.375,51.625,106,105,2.33
6.625,51.625,107,105,2.50
6.875,51.625,107,105,2.67
7.125,51.625,108,105,2.75
7.375,51.625,108,105,2.75
7.625,51.625,108,105,2.75
7.875,51.625,108,105,2.75
8.125,51.625,108,105,2.78
8.375,51.625,108,105,2.85
8.625,51.625,107,105,2.91
8.875,51.625,107,105,2.97
9.125,51.625,107,105,3.01
9.375,51.625,107,105,3.03
9.625,51.625,106,105,3.05
9.875,51.625,106,105,3.07
-9.875,51.625,31,30,6.58
-9.625,51.625,33,30,6.29
-9.375,51.625,35,30,6.07
-9.125,51.625,37,30,5.82
-8.875,51.625,40,45,5.61
-8.625,51.625,42,45,5.47
-8.375,51.625,44,45,5.49
-8.125,51.625,46,45,5.59
-7.875,51.625,47,45,5.66
-7.625,51.625,47,45,5.79
-7.375,51.625,48,45,5.92
-7.125,51.625,48,45,6.06
-6.875,51.625,47,45,6.25
-6.625,51.625,46,45,6.49
-6.375,51.625,44,45,6.73
-6.125,51.625,43,45,6.95
-5.875,51.625,41,45,7.02
-5.625,51.625,40,45,6.96
-5.375,51.625,38,45,6.89
-5.125,51.625,36,30,6.82
-4.875,51.625,35,30,6.38
-4.625,51.625,35,30,5.80
-4.375,51.625,35,30,5.18
-4.125,51.625,35,30,4.48
-3.875,51.625,35,30,3.98
-3.625,51.625,38,45,3.13
-3.375,51.625,41,45,2.46
-3.125,51.625,43,45,2.29
-2.875,51.625,45,45,2.21
-2.625,51.625,49,45,2.18
-2.375,51.625,53,60,2.15
-2.125,51.625,57,60,2.12
-1.875,51.625,60,60,2.14
-1.625,51.625,62,60,2.19
-1.375,51.625,63,60,2.23
-1.125,51.625,65,60,2.27
-0.875,51.625,63,60,2.26
-0.625,51.625,57,60,2.21
-0.375,51.625,51,45,2.18
-0.125,51.625,46,45,2.16
0.125,51.875,35,30,1.87
0.375,51.875,30,30,1.85
0.625,51.875,22,15,1.85
0.875,51.875,15,15,2.26
1.125,51.875,14,15,3.00
1.375,51.875,13,15,3.34
1.625,51.875,10,15,3.31
1.875,51.875,7,0,3.28
2.125,51.875,9,15,3.09
2.375,51.875,15,15,2.77
2.625,51.875,22,15,2.50
2.875,51.875,31,30,2.27
3.125,51.875,42,45,2.18
3.375,51.875,53,60,2.23
3.625,51.875,66,60,2.45
3.875,51.875,73,75,2.55
4.125,51.875,78,75,2.48
4.375,51.875,84,90,2.50
4.625,51.875,89,90,2.55
4.875,51.875,93,90,2.61
5.125,51.875,96,90,2.61
5.375,51.875,97,90,2.53
5.625,51.875,99,105,2.45
5.875,51.875,100,105,2.36
6.125,51.875,101,105,2.40
6.375,51.875,101,105,2.57
6.625,51.875,102,105,2.75
6.875,51.875,103,105,2.94
7.125,51.875,103,105,3.02
7.375,51.875,103,105,3.04
7.625,51.875,103,105,3.07
7.875,51.875,103,105,3.10
8.125,51.875,103,105,3.14
8.375,51.875,103,105,3.20
8.625,51.875,103,105,3.27
8.875,51.875,102,105,3.33
9.125,51.875,102,105,3.37
9.375,51.875,102,105,3.40
9.625,51.875,102,105,3.42
9.875,51.875,101,105,3.44
-9.875,51.875,30,30,6.54
-9.625,51.875,32,30,6.05
-9.375,51.875,34,30,5.69
-9.125,51.875,36,30,5.40
-8.875,51.875,37,30,5.18
-8.625,51.875,38,45,4.94
-8.375,51.875,41,45,4.83
-8.125,51.875,45,45,4.76
-7.875,51.875,46,45,5.10
-7.625,51.875,47,45,5.60
-7.375,51.875,47,45,5.76
-7.125,51.875,48,45,5.91
-6.875,51.875,47,45,6.16
-6.625,51.875,45,45,6.48
-6.375,51.875,43,45,6.73
-6.125,51.875,42,45,6.94
-5.875,51.875,41,45,7.03
-5.625,51.875,39,45,7.04
-5.375,51.875,37,30,7.05
-5.125,51.875,36,30,7.06
-4.875,51.875,35,30,6.41
-4.625,51.875,35,30,5.55
-4.375,51.875,35,30,4.94
-4.125,51.875,35,30,4.37
-3.875,51.875,36,30,3.83
-3.625,51.875,38,45,3.24
-3.375,51.875,40,45,2.85
-3.125,51.875,41,45,2.57
-2.875,51.875,44,45,2.43
-2.625,51.875,48,45,2.37
-2.375,51.875,51,45,2.31
-2.125,51.875,55,60,2.27
-1.875,51.875,57,60,2.25
-1.625,51.875,59,60,2.23
-1.375,51.875,60,60,2.20
-1.125,51.875,62,60,2.18
-0.875,51.875,60,60,2.12
-0.625,51.875,54,60,2.03
-0.375,51.875,48,45,1.95
-0.125,51.875,41,45,1.91
0.125,52.125,26,30,1.56
0.375,52.125,20,15,1.55
0.625,52.125,13,15,1.56
0.875,52.125,5,0,1.60
1.125,52.125,5,0,2.01
1.375,52.125,8,15,2.44
1.625,52.125,7,0,2.77
1.875,52.125,7,0,3.09
2.125,52.125,11,15,2.94
2.375,52.125,20,15,2.69
2.625,52.125,31,30,2.52
2.875,52.125,43,45,2.45
3.125,52.125,55,60,2.48
3.375,52.125,66,60,2.63
3.625,52.125,76,75,2.91
3.875,52.125,83,90,3.10
4.125,52.125,86,90,3.10
4.375,52.125,90,90,2.84
4.625,52.125,94,90,2.59
4.875,52.125,96,90,2.58
5.125,52.125,97,90,2.59
5.375,52.125,97,90,2.60
5.625,52.125,97,90,2.59
5.875,52.125,97,90,2.59
6.125,52.125,97,90,2.67
6.375,52.125,97,90,2.83
6.625,52.125,98,105,3.01
6.875,52.125,98,105,3.21
7.125,52.125,99,105,3.32
7.375,52.125,99,105,3.36
7.625,52.125,99,105,3.41
7.875,52.125,100,105,3.48
8.125,52.125,99,105,3.55
8.375,52.125,99,105,3.61
8.625,52.125,99,105,3.67
8.875,52.125,98,105,3.73
9.125,52.125,98,105,3.77
9.375,52.125,98,105,3.80
9.625,52.125,97,90,3.82
9.875,52.125,97,90,3.85
-9.875,52.125,29,30,6.59
-9.625,52.125,30,30,6.06
-9.375,52.125,32,30,5.57
-9.125,52.125,34,30,5.12
-8.875,52.125,35,30,4.78
-8.625,52.125,37,30,4.51
-8.375,52.125,40,45,4.21
-8.125,52.125,43,45,3.92
-7.875,52.125,45,45,4.21
-7.625,52.125,46,45,4.76
-7.375,52.125,47,45,4.97
-7.125,52.125,48,45,5.17
-6.875,52.125,47,45,5.40
-6.625,52.125,45,45,5.67
-6.375,52.125,42,45,6.31
-6.125,52.125,41,45,6.89
-5.875,52.125,40,45,6.99
-5.625,52.125,38,45,7.04
-5.375,52.125,37,30,7.11
-5.125,52.125,35,30,7.18
-4.875,52.125,35,30,6.77
-4.625,52.125,35,30,6.05
-4.375,52.125,35,30,5.10
-4.125,52.125,36,30,4.31
-3.875,52.125,36,30,3.96
-3.625,52.125,38,45,3.53
-3.375,52.125,40,45,3.16
-3.125,52.125,41,45,2.84
-2.875,52.125,44,45,2.65
-2.625,52.125,47,45,2.57
-2.375,52.125,49,45,2.50
-2.125,52.125,53,60,2.43
-1.875,52.125,55,60,2.35
-1.625,52.125,55,60,2.25
-1.375,52.125,57,60,2.14
-1.125,52.125,58,60,2.05
-0.875,52.125,56,60,1.93
-0.625,52.125,50,45,1.80
-0.375,52.125,42,45,1.68
-0.125,52.125,34,30,1.60
0.125,52.375,19,15,1.36
0.375,52.375,12,15,1.45
0.625,52.375,6,0,1.55
0.875,52.375,1,0,1.67
1.125,52.375,359,360,1.77
1.375,52.375,1,0,1.85
1.625,52.375,7,0,2.40
1.875,52.375,10,15,2.93
2.125,52.375,16,15,2.84
2.375,52.375,28,30,2.67
2.625,52.375,41,45,2.62
2.875,52.375,54,60,2.70
3.125,52.375,65,60,2.85
3.375,52.375,75,75,3.08
3.625,52.375,83,90,3.42
3.875,52.375,90,90,3.81
4.125,52.375,94,90,4.04
4.375,52.375,95,90,3.47
4.625,52.375,97,90,2.83
4.875,52.375,101,105,3.31
5.125,52.375,103,105,3.82
5.375,52.375,101,105,3.33
5.625,52.375,98,105,2.92
5.875,52.375,98,105,2.99
6.125,52.375,97,90,3.10
6.375,52.375,97,90,3.24
6.625,52.375,97,90,3.39
6.875,52.375,96,90,3.57
7.125,52.375,97,90,3.70
7.375,52.375,97,90,3.76
7.625,52.375,98,105,3.83
7.875,52.375,98,105,3.92
8.125,52.375,97,90,3.99
8.375,52.375,97,90,4.03
8.625,52.375,96,90,4.07
8.875,52.375,95,90,4.11
9.125,52.375,94,90,4.14
9.375,52.375,94,90,4.16
9.625,52.375,94,90,4.18
9.875,52.375,94,90,4.21
-9.875,52.375,28,30,6.69
-9.625,52.375,30,30,6.00
-9.375,52.375,31,30,5.46
-9.125,52.375,32,30,4.97
-8.875,52.375,34,30,4.59
-8.625,52.375,37,30,4.32
-8.375,52.375,39,45,4.06
-8.125,52.375,42,45,3.82
-7.875,52.375,45,45,3.82
-7.625,52.375,46,45,4.05
-7.375,52.375,46,45,4.30
-7.125,52.375,47,45,4.52
-6.875,52.375,47,45,4.70
-6.625,52.375,46,45,4.88
-6.375,52.375,42,45,5.90
-6.125,52.375,40,45,6.88
-5.875,52.375,39,45,6.97
-5.625,52.375,38,45,7.04
-5.375,52.375,36,30,7.14
-5.125,52.375,35,30,7.24
-4.875,52.375,34,30,7.18
-4.625,52.375,34,30,6.89
-4.375,52.375,34,30,5.99
-4.125,52.375,35,30,4.72
-3.875,52.375,35,30,4.01
-3.625,52.375,36,30,3.66
-3.375,52.375,38,45,3.31
-3.125,52.375,39,45,2.96
-2.875,52.375,41,45,2.73
-2.625,52.375,44,45,2.63
-2.375,52.375,46,45,2.53
-2.125,52.375,49,45,2.42
-1.875,52.375,50,45,2.31
-1.625,52.375,51,45,2.18
-1.375,52.375,51,45,2.04
-1.125,52.375,52,45,1.90
-0.875,52.375,50,45,1.75
-0.625,52.375,43,45,1.59
-0.375,52.375,36,30,1.47
-0.125,52.375,27,30,1.36
0.125,52.625,12,15,1.23
0.375,52.625,6,0,1.49
0.625,52.625,2,0,1.76
0.875,52.625,359,360,2.04
1.125,52.625,358,360,2.19
1.375,52.625,0,0,2.22
1.625,52.625,10,15,2.51
1.875,52.625,17,15,2.84
2.125,52.625,23,30,2.78
2.375,52.625,38,45,2.71
2.625,52.625,52,45,2.79
2.875,52.625,64,60,3.01
3.125,52.625,74,75,3.28
3.375,52.625,82,75,3.62
3.625,52.625,89,90,4.04
3.875,52.625,95,90,4.51
4.125,52.625,98,105,4.84
4.375,52.625,100,105,4.62
4.625,52.625,101,105,3.87
4.875,52.625,103,105,3.91
5.125,52.625,106,105,4.93
5.375,52.625,105,105,4.90
5.625,52.625,103,105,3.98
5.875,52.625,101,105,3.63
6.125,52.625,100,105,3.72
6.375,52.625,99,105,3.83
6.625,52.625,99,105,3.95
6.875,52.625,98,105,4.08
7.125,52.625,97,90,4.20
7.375,52.625,98,105,4.28
7.625,52.625,98,105,4.35
7.875,52.625,97,90,4.44
8.125,52.625,97,90,4.48
8.375,52.625,95,90,4.48
8.625,52.625,94,90,4.47
8.875,52.625,93,90,4.46
9.125,52.625,92,90,4.46
9.375,52.625,92,90,4.48
9.625,52.625,92,90,4.50
9.875,52.625,91,90,4.52
-9.875,52.625,28,30,7.06
-9.625,52.625,29,30,6.14
-9.375,52.625,31,30,5.35
-9.125,52.625,32,30,4.95
-8.875,52.625,34,30,4.63
-8.625,52.625,36,30,4.35
-8.375,52.625,39,45,4.09
-8.125,52.625,42,45,3.84
-7.875,52.625,44,45,3.83
-7.625,52.625,45,45,4.04
-7.375,52.625,46,45,4.26
-7.125,52.625,47,45,4.47
-6.875,52.625,46,45,4.65
-6.625,52.625,45,45,4.84
-6.375,52.625,43,45,5.54
-6.125,52.625,40,45,6.55
-5.875,52.625,38,45,7.01
-5.625,52.625,37,30,7.11
-5.375,52.625,36,30,7.20
-5.125,52.625,34,30,7.32
-4.875,52.625,34,30,7.27
-4.625,52.625,33,30,6.99
-4.375,52.625,33,30,6.51
-4.125,52.625,33,30,5.21
-3.875,52.625,33,30,4.07
-3.625,52.625,33,30,3.71
-3.375,52.625,34,30,3.35
-3.125,52.625,34,30,2.98
-2.875,52.625,36,30,2.72
-2.625,52.625,38,45,2.56
-2.375,52.625,40,45,2.41
-2.125,52.625,43,45,2.27
-1.875,52.625,44,45,2.14
-1.625,52.625,43,45,2.02
-1.375,52.625,42,45,1.90
-1.125,52.625,41,45,1.78
-0.875,52.625,39,45,1.62
-0.625,52.625,34,30,1.44
-0.375,52.625,28,30,1.29
-0.125,52.625,21,15,1.16
0.125,52.875,4,0,1.14
0.375,52.875,1,0,1.57
0.625,52.875,358,360,1.98
0.875,52.875,357,360,2.43
1.125,52.875,357,360,2.64
1.375,52.875,5,0,2.56
1.625,52.875,18,15,2.64
1.875,52.875,23,30,2.78
2.125,52.875,31,30,2.75
2.375,52.875,47,45,2.80
2.625,52.875,61,60,3.03
2.875,52.875,72,75,3.38
3.125,52.875,80,75,3.77
3.375,52.875,88,90,4.21
3.625,52.875,94,90,4.72
3.875,52.875,99,105,5.26
4.125,52.875,102,105,5.63
4.375,52.875,103,105,5.80
4.625,52.875,104,105,5.49
4.875,52.875,105,105,5.06
5.125,52.875,106,105,5.58
5.375,52.875,106,105,5.69
5.625,52.875,104,105,4.80
5.875,52.875,103,105,4.32
6.125,52.875,102,105,4.34
6.375,52.875,101,105,4.41
6.625,52.875,99,105,4.49
6.875,52.875,98,105,4.59
7.125,52.875,98,105,4.70
7.375,52.875,98,105,4.79
7.625,52.875,97,90,4.87
7.875,52.875,97,90,4.96
8.125,52.875,96,90,4.98
8.375,52.875,94,90,4.92
8.625,52.875,93,90,4.87
8.875,52.875,91,90,4.83
9.125,52.875,90,90,4.81
9.375,52.875,90,90,4.81
9.625,52.875,90,90,4.82
9.875,52.875,89,90,4.83
-9.875,52.875,28,30,7.39
-9.625,52.875,29,30,6.33
-9.375,52.875,31,30,5.22
-9.125,52.875,32,30,4.95
-8.875,52.875,33,30,4.69
-8.625,52.875,36,30,4.40
-8.375,52.875,39,45,4.12
-8.125,52.875,42,45,3.85
-7.875,52.875,44,45,3.81
-7.625,52.875,45,45,4.02
-7.375,52.875,45,45,4.21
-7.125,52.875,45,45,4.41
-6.875,52.875,45,45,4.59
-6.625,52.875,44,45,4.80
-6.375,52.875,43,45,5.17
-6.125,52.875,40,45,6.21
-5.875,52.875,37,30,7.08
-5.625,52.875,36,30,7.21
-5.375,52.875,35,30,7.33
-5.125,52.875,34,30,7.45
